game_id,date,win_percentage,home_team,away_team,home_team_recent_10,away_team_recent_10,result
2433,11-10-01,1.25 (68%) 3.90 (21.8%) 8.30 (10.2%),발렌시아,그라나다,4승5무1패,1승3무3패,1
2434,11-10-01,6.10 (13.9%) 3.60 (23.6%) 1.36 (62.5%),볼턴,첼시,3승0무7패,5승3무2패,0
2436,11-10-01,1.70 (49.9%) 3.25 (26.1%) 3.55 (23.9%),부산아이,경남FC,4승2무4패,3승3무4패,0
2438,11-10-01,1.91 (44.6%) 3.20 (26.6%) 2.95 (28.8%),H베를린,쾰른,3승4무3패,6승1무3패,1
2439,16-08-19,1.75 (49.1%) 3.45 (24.9%) 3.30 (26%),가시와,나고야,4승3무3패,0승4무6패,1
2441,16-08-19,1.93 (44.6%) 3.35 (25.7%) 2.90 (29.7%),포항스틸,상주상무,3승2무5패,5승1무4패,1
2445,16-08-19,2.12 (40.6%) 3.00 (28.7%) 2.80 (30.7%),강원FC,부천FC,4승2무4패,4승1무5패,0
2446,16-08-19,2.90 (29.7%) 3.05 (28.2%) 2.04 (42.2%),충주험멜,FC안양,0승3무7패,4승4무2패,0
2447,16-08-19,1.97 (43.6%) 3.15 (27.3%) 2.95 (29.1%),대구FC,부산아이,5승1무4패,5승1무4패,0
2448,16-08-19,4.50 (19.1%) 3.65 (23.6%) 1.50 (57.3%),스토크,맨체스C,2승3무5패,2승4무4패,0
2449,16-08-19,5.60 (15.3%) 4.00 (21.5%) 1.36 (63.2%),번리,리버풀,5승4무1패,4승2무4패,1
2450,16-08-19,4.30 (20%) 3.50 (24.6%) 1.55 (55.5%),왓포드,첼시,2승3무5패,5승3무2패,0
2451,16-08-19,1.86 (46.2%) 3.55 (24.2%) 2.90 (29.6%),웨스트햄,본머스,3승2무5패,1승2무7패,1
2452,16-08-19,1.68 (51.3%) 3.30 (26.1%) 3.80 (22.7%),스완지,헐시티,6승2무2패,7승1무2패,0
2453,16-08-20,4.30 (20%) 3.55 (24.2%) 1.54 (55.8%),소시에다,레알마드,4승1무5패,8승1무1패,0
2454,16-08-20,1.52 (56.6%) 3.50 (24.6%) 4.60 (18.7%),세비야,에스파뇰,3승0무7패,3승3무4패,1
2456,16-08-20,3.55 (24.2%) 3.30 (26.1%) 1.73 (49.7%),S히혼,빌바오,4승3무3패,5승2무3패,1
2457,16-08-20,1.86 (46.2%) 3.55 (24.2%) 2.90 (29.6%),웨스트햄,본머스,3승2무5패,1승2무7패,1
2458,16-08-20,1.83 (47%) 3.10 (27.7%) 3.40 (25.3%),생테티엔,몽펠리에,5승1무4패,5승1무4패,1
2459,16-08-20,2.40 (35.8%) 3.15 (27.3%) 2.33 (36.9%),인천유나,제주유나,2승3무5패,2승2무6패,0
2460,16-08-20,2.15 (40%) 3.35 (25.6%) 2.50 (34.4%),흐로닝언,트벤테,6승1무3패,3승3무4패,0
2461,16-08-20,2.23 (38.6%) 3.10 (27.7%) 2.55 (33.7%),선덜랜드,미들즈브,3승5무2패,5승5무0패,0
2462,16-08-20,2.50 (34.4%) 3.05 (28.2%) 2.30 (37.4%),팔레르모,사수올로,3승3무4패,5승2무3패,0
2463,11-10-07,6.60 (12.9%) 3.60 (23.6%) 1.34 (63.5%),핀란드,스웨덴,4승1무5패,6승2무2패,0
2464,11-10-07,9.40 (9%) 3.80 (22.4%) 1.24 (68.5%),키프로스,덴마크,1승3무6패,5승2무3패,0
2465,11-10-07,1.42 (59.9%) 3.50 (24.3%) 5.40 (15.8%),아르메니,마케도니,4승2무4패,3승1무6패,1
2468,11-10-07,4.20 (20.2%) 3.15 (27%) 1.61 (52.8%),웨일즈,스위스,2승0무8패,3승5무2패,1
2472,16-08-22,1.95 (44.1%) 3.15 (27.3%) 3.00 (28.6%),모나코,비야레알,,,1
2473,16-08-22,1.53 (56.1%) 3.60 (23.9%) 4.30 (20%),AS로마,포르투,7승3무0패,7승2무1패,0
2475,16-08-22,2.60 (33%) 3.55 (24.2%) 2.01 (42.7%),H베르셰,셀틱,,,1
2478,16-08-23,1.31 (65.6%) 4.40 (19.5%) 5.80 (14.8%),묀헨글라,영보이스,,,1
2479,16-08-23,1.64 (52.5%) 3.35 (25.7%) 3.95 (21.8%),FC서울,산둥루넝,,,1
2481,16-08-23,2.11 (40.8%) 3.15 (27.3%) 2.70 (31.9%),로스토프,아약스,,,1
2482,11-10-11,1.13 (75.2%) 4.80 (17.7%) 12.00 (7.1%),한국,아랍에미,,,1
2484,11-10-11,1.21 (70.2%) 4.20 (20.2%) 8.90 (9.6%),독일,벨기에,7승2무1패,5승5무0패,1
2485,11-10-11,5.20 (16.3%) 3.50 (24.3%) 1.43 (59.4%),리투아니,체코,3승1무6패,2승4무4패,0
2487,11-10-11,2.80 (30.4%) 2.95 (28.8%) 2.08 (40.9%),스웨덴,네덜란드,7승2무1패,8승2무0패,1
2488,16-08-26,1.60 (53.7%) 3.50 (24.5%) 3.95 (21.7%),에버턴,스토크,3승3무4패,2승3무5패,1
2489,16-08-26,1.96 (43.8%) 3.45 (24.9%) 2.75 (31.2%),제주유나,성남FC,3승1무6패,2승4무4패,1
2490,16-08-26,2.31 (37.2%) 3.10 (27.7%) 2.45 (35.1%),수원FC,인천유나,3승2무5패,1승3무6패,1
2492,16-08-26,2.18 (39.4%) 3.20 (26.9%) 2.55 (33.7%),아우크스,볼프스부,3승4무3패,3승2무5패,0
2493,16-08-26,2.34 (36.8%) 2.85 (30.2%) 2.60 (33.1%),전남드래,포항스틸,5승3무2패,3승2무5패,1
2496,16-08-26,2.50 (34.4%) 2.95 (29.2%) 2.36 (36.4%),FC서울,전북현대,7승1무2패,6승3무1패,0
2498,16-08-27,4.30 (20%) 3.40 (25.3%) 1.57 (54.7%),왓포드,아스널,2승3무5패,5승4무1패,0
2499,16-08-27,1.60 (53.7%) 3.50 (24.5%) 3.95 (21.7%),에버턴,스토크,3승3무4패,2승3무5패,1
2500,16-08-27,1.56 (55.1%) 3.45 (24.9%) 4.30 (20%),레스터,스완지,2승4무4패,5승2무3패,1
2503,16-08-27,1.53 (56.3%) 3.45 (25%) 4.60 (18.7%),쾰른,다름슈타,3승4무3패,3승4무3패,1
2505,16-08-27,2.02 (42.6%) 3.45 (24.9%) 2.65 (32.5%),묀헨글라,레버쿠젠,6승1무3패,8승1무1패,1
2506,16-08-27,2.18 (39.4%) 3.20 (26.9%) 2.55 (33.7%),아우크스,볼프스부,3승4무3패,3승2무5패,0
2507,16-08-27,2.95 (29.2%) 3.25 (26.5%) 1.94 (44.3%),E프랑크,샬케04,4승1무5패,5승2무3패,1
2508,16-08-27,1.67 (51.4%) 1.77 (48.5%),상주상무(U2.5),수원삼성,5승1무4패,3승4무3패,1
2510,16-08-27,2.34 (36.8%) 2.85 (30.2%) 2.60 (33.1%),전남드래,포항스틸,5승3무2패,3승2무5패,1
2511,16-08-27,2.50 (34.4%) 2.95 (29.2%) 2.36 (36.4%),FC서울,전북현대,7승1무2패,6승3무1패,0
2513,16-08-29,2.37 (36.3%) 3.00 (28.7%) 2.45 (35.1%),벨기에,스페인,,,0
2515,16-08-29,2.43 (35.4%) 2.85 (30.2%) 2.50 (34.4%),이탈리아,프랑스,,,0
2516,16-08-29,2.40 (35.9%) 3.20 (26.9%) 2.31 (37.3%),에콰도르,브라질,,,0
2517,11-10-15,1.17 (72.6%) 4.90 (17.3%) 8.50 (10%),레알마드,베티스,6승2무2패,6승0무4패,1
2518,11-10-15,1.35 (63%) 3.80 (22.4%) 5.80 (14.7%),샬케04,카이저슬,6승1무3패,3승2무5패,0
2519,11-10-15,1.10 (77.3%) 5.10 (16.7%) 14.00 (6.1%),바르셀로,산탄데르,7승3무0패,2승4무4패,1
2520,11-10-15,1.27 (66.9%) 4.00 (21.3%) 7.20 (11.8%),맨체스C,애스턴,7승2무1패,4승5무1패,1
2521,11-10-15,1.46 (58.3%) 3.35 (25.4%) 5.20 (16.4%),AC밀란,팔레르모,4승4무2패,6승1무3패,1
2522,11-10-15,1.28 (66.4%) 4.00 (21.3%) 6.90 (12.3%),세비야,S히혼,5승3무2패,1승3무6패,1
2523,11-10-15,1.16 (73.3%) 4.80 (17.7%) 9.40 (9%),바이뮌헨,H베를린,9승1무0패,4승3무3패,1
2525,11-10-15,2.26 (37.6%) 3.00 (28.3%) 2.50 (34%),레반테,말라가,4승4무2패,6승2무2패,1
2526,16-09-03,4.40 (19.6%) 3.15 (27.3%) 1.62 (53.1%),고양자이,부천FC,0승3무7패,5승1무4패,0
2528,16-09-03,1.45 (59.2%) 2.11 (40.7%),FC안양(U2.5),강원FC,5승3무2패,4승2무4패,1
2529,16-09-03,1.74 (49.4%) 3.30 (26.1%) 3.50 (24.6%),아산무궁,경남FC,4승3무3패,7승1무2패,1
2532,16-09-04,3.50 (24.6%) 3.35 (25.7%) 1.73 (49.7%),슬로바키,잉글랜드,,,0
2533,16-09-04,1.83 (46.9%) 2.85 (30.1%) 3.75 (22.9%),요코마리,오미야,,,1
2534,16-09-05,3.10 (27.7%) 2.70 (31.9%) 2.13 (40.4%),아랍에미,호주,,,0
2535,16-09-05,2.41 (35.7%) 2.75 (31.3%) 2.60 (33.1%),스위스,포르투갈,,,1
2536,16-09-06,1.56 (55.2%) 3.30 (26.1%) 4.60 (18.7%),경남FC,고양자이,6승1무3패,0승3무7패,1
2537,16-09-06,1.66 (51.8%) 3.10 (27.7%) 4.20 (20.5%),서울이랜,충주험멜,2승5무3패,0승4무6패,1
2538,16-09-06,2.35 (36.6%) 2.90 (29.7%) 2.55 (33.7%),강원FC,아산무궁,3승3무4패,4승3무3패,1
2540,16-09-06,2.14 (40.2%) 2.95 (29.2%) 2.80 (30.7%),부천FC,부산아이,6승1무3패,6승2무2패,1
2541,11-10-19,1.09 (78%) 5.20 (16.3%) 15.00 (5.7%),첼시,KRC헹크,,,1
2543,11-10-19,1.18 (72%) 4.70 (18.1%) 8.60 (9.9%),AC밀란,바테보리,,,1
2544,11-10-19,1.07 (79.5%) 5.90 (14.4%) 14.00 (6.1%),바르셀로,플젠,7승3무0패,6승2무2패,1
2547,11-10-19,3.10 (27.4%) 3.05 (27.9%) 1.90 (44.7%),올림피아,도르트문,,,1
2549,11-10-19,4.40 (19.3%) 3.35 (25.4%) 1.54 (55.3%),라르나카,샬케04,,,0
2550,11-10-19,3.20 (26.6%) 3.15 (27%) 1.83 (46.4%),H텔아비,PSV,,,0
2551,16-09-09,3.75 (23%) 3.30 (26.1%) 1.69 (50.9%),인천유나,FC서울,1승2무7패,6승1무3패,1
2553,16-09-09,2.11 (40.8%) 3.15 (27.3%) 2.70 (31.9%),성남FC,수원삼성,2승4무4패,2승5무3패,0
2554,16-09-09,1.93 (44.6%) 3.05 (28.2%) 3.15 (27.3%),광주FC,상주상무,3승5무2패,4승2무4패,1
2555,16-09-09,1.86 (46.2%) 3.05 (28.2%) 3.35 (25.6%),포항스틸,수원FC,2승2무6패,4승1무5패,0
2556,16-09-09,1.67 (51.4%) 3.35 (25.6%) 3.75 (22.9%),웨스트햄,왓포드,4승1무5패,2승2무6패,0
2557,16-09-09,2.02 (42.6%) 3.15 (27.3%) 2.85 (30.2%),맨체스U,맨체스C,7승1무2패,5승3무2패,0
2559,16-09-10,1.42 (60.5%) 3.85 (22.3%) 5.00 (17.2%),레버쿠젠,함부르크,7승1무2패,3승2무5패,1
2561,16-09-10,2.95 (29.1%) 3.45 (24.9%) 1.87 (45.9%),프라이부,묀헨글라,6승1무3패,7승1무2패,1
2562,16-09-10,2.36 (36.4%) 3.10 (27.7%) 2.40 (35.8%),잉골슈타,H베를린,2승3무5패,2승2무6패,0
2563,16-09-10,2.50 (34.4%) 3.25 (26.5%) 2.20 (39.1%),다름슈타,E프랑크,3승3무4패,5승0무5패,1
2564,16-09-10,3.70 (23.2%) 3.35 (25.6%) 1.68 (51.1%),스토크,토트넘,1승3무6패,2승4무4패,0
2565,16-09-10,1.67 (51.4%) 3.35 (25.6%) 3.75 (22.9%),웨스트햄,왓포드,4승1무5패,2승2무6패,0
2566,16-09-10,2.02 (42.6%) 3.15 (27.3%) 2.85 (30.2%),맨체스U,맨체스C,7승1무2패,5승3무2패,0
2567,16-09-10,2.07 (41.5%) 3.10 (27.7%) 2.80 (30.7%),미들즈브,크리스탈,4승6무0패,3승1무6패,0
2568,16-09-10,1.86 (46.2%) 3.20 (26.9%) 3.20 (26.9%),본머스,브로미치,1승3무6패,1승4무5패,1
2571,16-09-10,2.04 (42.1%) 3.10 (27.7%) 2.85 (30.1%),S히혼,레가네스,4승4무2패,6승3무1패,1
2572,16-09-10,1.57 (54.7%) 3.40 (25.3%) 4.30 (20%),발렌시아,베티스,2승2무6패,3승4무3패,0
2573,16-09-10,2.28 (37.7%) 3.35 (25.7%) 2.35 (36.6%),브레멘,아우크스,3승1무6패,3승3무4패,0
2574,16-09-10,2.85 (30.2%) 3.20 (26.9%) 2.00 (43%),데포라코,빌바오,2승4무4패,3승2무5패,0
2575,16-09-11,1.77 (48.5%) 3.15 (27.3%) 3.55 (24.2%),볼로냐,칼리아리,2승3무5패,4승4무2패,1
2577,16-09-11,1.93 (44.6%) 3.05 (28.2%) 3.15 (27.3%),광주FC,상주상무,3승5무2패,4승2무4패,1
2578,16-09-11,2.37 (36.3%) 3.00 (28.7%) 2.45 (35.1%),제노아,피오렌티,3.002.456승,0무4패3승,1
2579,16-09-11,2.85 (30.2%) 3.20 (26.9%) 2.00 (43%),데포라코,빌바오,2승4무4패,3승2무5패,0
2580,11-10-22,7.00 (12.1%) 3.95 (21.5%) 1.28 (66.3%),QPR,첼시,2승3무5패,7승2무1패,1
2581,11-10-22,5.20 (16.3%) 3.40 (25%) 1.45 (58.6%),하노버96,바이뮌헨,3승5무2패,8승2무0패,1
2582,11-10-22,1.50 (56.6%) 3.40 (25%) 4.60 (18.5%),FC서울,성남FC,6승1무3패,7승1무2패,1
2583,11-10-22,1.85 (46%) 3.15 (27%) 3.15 (27%),맨체스U,맨체스C,6승4무0패,7승2무1패,0
2585,11-10-22,3.50 (24.3%) 3.15 (27%) 1.74 (48.8%),광주FC,수원삼성,3승3무4패,5승3무2패,0
2586,16-09-12,1.70 (50.5%) 3.40 (25.3%) 3.55 (24.2%),전북현대,상하이상,6승4무0패,4승4무2패,1
2588,16-09-12,2.37 (36.3%) 3.00 (28.7%) 2.45 (35.1%),로코타슈,알아인,6승4무0패,3승5무2패,0
2590,16-09-12,1.88 (45.8%) 3.20 (26.9%) 3.15 (27.3%),U알나스,엘자이시,,,0
2593,16-09-13,2.90 (29.7%) 3.05 (28.2%) 2.04 (42.2%),D키예프,나폴리,3승4무3패,7승1무2패,0
2594,16-09-13,3.95 (21.8%) 3.05 (28.2%) 1.72 (50%),PSV,AT마드,9승1무0패,5승3무2패,0
2596,16-09-14,1.54 (55.8%) 3.55 (24.2%) 4.30 (20%),토트넘,모나코,3승3무4패,7승1무2패,0
2598,16-09-14,1.43 (60.1%) 3.80 (22.6%) 5.00 (17.2%),리옹,D자그레,6승0무4패,4승1무5패,1
2599,16-09-14,2.45 (35.1%) 3.25 (26.5%) 2.24 (38.4%),클뤼브뤼,레스터,5승2무3패,2승3무5패,0
2600,16-09-14,1.93 (44.6%) 3.15 (27.3%) 3.05 (28.2%),오스만르,FCSB,4승5무1패,3승2무5패,1
2603,16-09-14,2.30 (37.4%) 3.05 (28.2%) 2.50 (34.4%),파나티나,아약스,1승4무5패,4승4무2패,0
2604,16-09-15,1.41 (61.1%) 3.75 (23%) 5.40 (15.9%),사우샘프,스파프라,5승3무2패,5승2무3패,1
2606,16-09-15,3.05 (28.2%) 3.15 (27.3%) 1.93 (44.6%),M텔아비,제니트,0승3무7패,6승4무0패,0
2607,16-09-15,2.36 (36.4%) 3.10 (27.7%) 2.40 (35.8%),사수올로,빌바오,5승1무4패,4승2무4패,1
2608,16-09-15,2.60 (33.1%) 3.05 (28.2%) 2.22 (38.7%),OGC니스,샬케04,7승2무1패,4승2무4패,0
2609,16-09-16,2.04 (42.2%) 3.05 (28.2%) 2.90 (29.7%),라스팔마,말라가,4승2무4패,2승4무4패,1
2610,16-09-16,1.00 (33.3%) 1.00 (33.3%) 1.00 (33.3%),상주상무,인천유나,1.001.003승,2무5패2승,1
2611,16-09-16,2.17 (39.6%) 3.15 (27.3%) 2.60 (33.1%),전남드래,광주FC,5승3무2패,4승4무2패,1
2612,16-09-16,2.33 (36.9%) 3.15 (27.3%) 2.40 (35.8%),브로미치,웨스트햄,1승4무5패,4승0무6패,1
2613,16-09-17,1.84 (46.7%) 3.15 (27.3%) 3.30 (26%),크리스탈,스토크,4승1무5패,1승2무7패,1
2614,16-09-17,2.35 (36.6%) 3.25 (26.5%) 2.33 (36.9%),피오렌티,AS로마,3승3무4패,6승3무1패,1
2615,16-09-17,2.19 (39.3%) 3.05 (28.2%) 2.65 (32.5%),울산현대,포항스틸,1승5무4패,2승2무6패,1
2616,16-09-17,3.80 (22.6%) 3.20 (26.8%) 1.70 (50.5%),인터밀란,유벤투스,2승2무6패,7승3무0패,1
2617,16-09-18,1.84 (46.7%) 3.15 (27.3%) 3.30 (26%),크리스탈,스토크,4승1무5패,1승2무7패,1
2618,16-09-18,1.53 (56.1%) 3.60 (23.9%) 4.30 (20%),사우샘프,스완지,6승2무2패,4승2무4패,1
2619,16-09-18,2.14 (40.2%) 3.15 (27.3%) 2.65 (32.5%),H베를린,샬케04,2승2무6패,5승1무4패,1
2620,16-09-18,1.66 (51.9%) 3.30 (26.1%) 3.90 (22.1%),비야레알,소시에다,2승2무6패,3승2무5패,1
2622,16-09-18,2.20 (39.1%) 3.25 (26.5%) 2.50 (34.4%),아우크스,마인츠05,4승2무4패,2승4무4패,0
2623,11-10-25,1.48 (57.4%) 3.35 (25.3%) 4.90 (17.3%),전북현대,S알이티,6승3무1패,5승2무3패,1
2624,11-10-25,1.17 (72.6%) 4.80 (17.7%) 8.80 (9.7%),레알마드,비야레알,8승1무1패,1승4무5패,1
2625,11-10-25,2.65 (32.1%) 3.00 (28.3%) 2.15 (39.5%),라요,말라가,2승5무3패,4승2무4패,1
2626,11-10-25,1.46 (58.3%) 3.45 (24.7%) 5.00 (17%),레반테,소시에다,6승3무1패,2승3무5패,1
2627,11-10-25,2.36 (36.1%) 3.05 (27.9%) 2.36 (36.1%),알사드,수원삼성,,,0
2628,11-10-25,2.75 (30.9%) 2.95 (28.8%) 2.11 (40.3%),스토크,리버풀,,,0
2629,16-09-20,1.83 (47%) 3.30 (26.1%) 3.20 (26.9%),전남드래,상주상무,5승3무2패,3승2무5패,1
2631,16-09-20,1.73 (49.8%) 3.40 (25.3%) 3.45 (25%),포항스틸,인천유나,2승2무6패,2승2무6패,0
2632,16-09-20,2.16 (39.8%) 3.10 (27.7%) 2.65 (32.5%),볼로냐,삼프도리,3승2무5패,3승1무6패,1
2633,16-09-20,2.80 (30.7%) 2.80 (30.7%) 2.23 (38.6%),오사수나,에스파뇰,5승2무3패,2승4무4패,0
2634,16-09-21,4.40 (19.5%) 3.70 (23.2%) 1.50 (57.3%),수원FC,FC서울,5승1무4패,5승3무2패,0
2635,16-09-21,1.73 (49.8%) 3.40 (25.3%) 3.45 (25%),포항스틸,인천유나,2승2무6패,2승2무6패,0
2636,16-09-21,1.83 (47%) 3.30 (26.1%) 3.20 (26.9%),전남드래,상주상무,5승3무2패,3승2무5패,1
2637,16-09-21,2.21 (38.9%) 3.00 (28.7%) 2.65 (32.5%),울산현대,성남FC,2승5무3패,2승3무5패,1
2641,16-09-21,1.75 (49.1%) 3.35 (25.6%) 3.40 (25.3%),사우샘프,크리스탈,,,1
2642,16-09-21,2.50 (34.4%) 3.45 (24.9%) 2.11 (40.7%),브레멘,마인츠05,2승1무7패,3승4무3패,0
2643,16-09-21,1.86 (46.2%) 3.20 (26.9%) 3.20 (26.9%),스토크,헐시티,,,0
2644,16-09-21,2.13 (40.3%) 3.40 (25.3%) 2.50 (34.4%),샬케04,쾰른,5승1무4패,4승5무1패,0
2646,16-09-21,3.55 (24.2%) 3.45 (24.9%) 1.69 (50.9%),그라나다,빌바오,3승2무5패,4승1무5패,0
2648,16-09-21,2.80 (30.7%) 2.80 (30.7%) 2.23 (38.6%),오사수나,에스파뇰,5승2무3패,2승4무4패,0
2649,16-09-21,1.90 (45.3%) 2.85 (30.2%) 3.50 (24.6%),데포라코,레가네스,2승4무4패,4승3무3패,0
2650,16-09-21,1.47 (58.5%) 3.65 (23.6%) 4.80 (17.9%),셀타비고,S히혼,2승3무5패,5승3무2패,1
2651,16-09-21,1.97 (43.6%) 3.10 (27.7%) 3.00 (28.6%),소시에다,라스팔마,3승2무5패,4승2무4패,1
2652,11-10-29,1.37 (62%) 3.65 (23.3%) 5.80 (14.7%),발렌시아,헤타페,3승5무2패,1승5무4패,1
2653,11-10-29,7.30 (11.6%) 5.00 (17%) 1.19 (71.3%),소시에다,레알마드,2승3무5패,8승1무1패,0
2655,11-10-29,1.66 (51.3%) 3.20 (26.6%) 3.85 (22.1%),말라가,에스파뇰,4승1무5패,5승0무5패,1
2657,11-10-29,1.92 (44.3%) 3.10 (27.4%) 3.00 (28.3%),볼프스부,H베를린,4승1무5패,4승4무2패,0
2658,16-09-23,3.40 (25.3%) 3.30 (26.1%) 1.77 (48.6%),본머스,에버턴,1승3무6패,5승3무2패,1
2659,16-09-23,1.88 (45.8%) 3.20 (26.9%) 3.15 (27.3%),포항스틸,광주FC,2승2무6패,4승4무2패,1
2660,16-09-23,2.08 (41.4%) 3.15 (27.3%) 2.75 (31.3%),아스널,첼시,6승3무1패,7승1무2패,1
2662,16-09-24,1.61 (53.4%) 3.55 (24.2%) 3.85 (22.3%),전북현대,성남FC,4승6무0패,2승2무6패,1
2663,16-09-24,2.90 (29.7%) 3.30 (26.1%) 1.94 (44.3%),상주상무,제주유나,2승2무6패,4승3무3패,0
2665,16-09-24,1.88 (45.8%) 3.20 (26.9%) 3.15 (27.3%),포항스틸,광주FC,2승2무6패,4승4무2패,1
2666,16-09-24,1.52 (56.6%) 3.60 (23.9%) 4.40 (19.5%),맨체스U,레스터,6승1무3패,3승1무6패,1
2667,16-09-24,3.60 (23.9%) 3.25 (26.4%) 1.73 (49.7%),미들즈브,토트넘,2승6무2패,4승2무4패,0
2668,16-09-24,3.40 (25.3%) 3.30 (26.1%) 1.77 (48.6%),본머스,에버턴,1승3무6패,5승3무2패,1
2669,16-09-24,2.45 (35.1%) 3.10 (27.7%) 2.31 (37.2%),선덜랜드,크리스탈,3승3무4패,4승1무5패,0
2671,16-09-24,2.40 (35.8%) 3.15 (27.3%) 2.33 (36.9%),웨스트햄,사우샘프,3승0무7패,6승2무2패,0
2673,16-09-24,3.55 (24.2%) 3.25 (26.4%) 1.74 (49.4%),니가타,가시마,4승0무6패,4승2무4패,0
2674,16-09-24,3.45 (25%) 3.40 (25.3%) 1.73 (49.8%),토리노,AS로마,2승2무6패,5승3무2패,1
2675,16-09-27,1.97 (43.7%) 3.30 (26.1%) 2.85 (30.2%),레스터,포르투,3승1무6패,6승3무1패,1
2676,16-09-27,1.68 (51.2%) 3.45 (24.9%) 3.60 (23.9%),전북현대,FC서울,,,1
2679,16-09-27,2.31 (37.2%) 3.10 (27.7%) 2.45 (35.1%),AT마드,바이뮌헨,6승4무0패,8승1무1패,1
2682,11-11-01,1.24 (68.5%) 4.20 (20.2%) 7.60 (11.2%),바이뮌헨,나폴리,7승2무1패,4승3무3패,1
2683,11-11-01,4.80 (17.7%) 3.30 (25.7%) 1.50 (56.6%),비야레알,맨체스C,,,0
2684,11-11-01,4.30 (19.7%) 3.25 (26.1%) 1.57 (54.1%),리옹,레알마드,6승0무4패,8승1무1패,0
2687,16-09-27,1.68 (51.3%) 3.00 (28.7%) 4.30 (20%),코펜하겐,클뤼브뤼,2승4무4패,4승2무4패,1
2688,16-09-27,1.51 (57%) 3.75 (23%) 4.30 (20%),세비야,리옹,3승3무4패,5승1무4패,1
2689,16-09-27,2.50 (34.4%) 3.25 (26.5%) 2.20 (39.1%),C모스크,토트넘,6승4무0패,5승2무3패,0
2690,16-09-28,1.62 (53.1%) 3.40 (25.3%) 4.00 (21.5%),강원FC,FC안양,4승3무3패,3승4무3패,1
2691,16-09-28,1.68 (51.2%) 3.45 (24.9%) 3.60 (23.9%),전북현대,FC서울,,,1
2692,16-09-28,2.50 (34.4%) 3.05 (28.2%) 2.30 (37.4%),고양자이,충주험멜,0승1무9패,1승3무6패,1
2694,16-09-28,2.36 (36.4%) 2.95 (29.2%) 2.50 (34.4%),부산아이,대구FC,7승2무1패,4승2무4패,0
2695,16-09-28,1.87 (46%) 3.40 (25.3%) 3.00 (28.7%),아산무궁,대전시티,4승1무5패,6승2무2패,1
2696,16-09-28,1.27 (67.6%) 4.60 (18.7%) 6.30 (13.6%),아스널,바젤,7승2무1패,4승3무3패,1
2697,16-09-28,1.45 (59.3%) 3.90 (22.1%) 4.60 (18.7%),나폴리,SL벤피카,8승2무0패,7승2무1패,1
2699,16-09-28,2.31 (37.2%) 3.10 (27.7%) 2.45 (35.1%),AT마드,바이뮌헨,6승4무0패,8승1무1패,1
2701,16-09-28,3.60 (23.9%) 3.30 (26.1%) 1.72 (50%),카발라,마인츠05,0승4무5패,4승3무3패,0
2702,16-09-28,1.58 (54.4%) 3.50 (24.6%) 4.10 (21%),셀타비고,파나티나,3승2무5패,0승4무6패,1
2705,16-09-28,1.71 (50.3%) 3.25 (26.5%) 3.70 (23.2%),크라스노,OGC니스,5승3무2패,7승2무1패,1
2707,11-11-03,1.41 (60.3%) 3.50 (24.3%) 5.50 (15.5%),라치오,취리히,5승3무2패,3승3무4패,1
2708,11-11-03,1.23 (69.2%) 4.30 (19.8%) 7.70 (11.1%),메탈하르,말뫼FF,,,1
2709,11-11-03,3.85 (22.1%) 3.15 (27%) 1.67 (50.9%),바슬루이,스포르CP,,,1
2711,11-11-03,1.28 (66.4%) 4.00 (21.3%) 6.90 (12.3%),안더레흐,S그라츠,,,1
2712,11-11-03,1.85 (46%) 3.10 (27.5%) 3.20 (26.6%),루빈카잔,토트넘,,,1
2713,11-11-03,2.22 (38.3%) 3.00 (28.3%) 2.55 (33.3%),셀틱,스타드렌,4승4무2패,3승5무2패,1
2714,16-09-30,1.58 (54.4%) 3.50 (24.6%) 4.10 (21%),H베를린,함부르크,3승2무5패,2승2무6패,1
2715,16-09-30,3.40 (25.3%) 3.35 (25.6%) 1.75 (49.1%),레버쿠젠,도르트문,4승4무2패,5승2무3패,1
2718,16-09-30,1.86 (46.2%) 3.10 (27.7%) 3.30 (26.1%),낭트,SC바스티,2승2무6패,5승2무3패,1
2719,16-09-30,1.77 (48.5%) 3.15 (27.3%) 3.55 (24.2%),데포라코,S히혼,2승3무5패,4승2무4패,1
2720,16-10-01,5.00 (17.2%) 4.10 (21%) 1.39 (61.9%),스완지,리버풀,3승2무5패,6승1무3패,0
2725,16-10-01,2.80 (30.7%) 3.30 (26.1%) 1.99 (43.2%),토트넘,맨체스C,6승2무2패,9승1무0패,1
2726,16-10-01,1.54 (55.8%) 3.50 (24.6%) 4.40 (19.5%),수원삼성,수원FC,2승7무1패,3승2무5패,0
2728,16-10-01,1.78 (48.3%) 3.25 (26.4%) 3.40 (25.3%),울산현대,인천유나,3승5무2패,2승3무5패,0
2729,16-10-01,3.85 (22.3%) 2.95 (29.1%) 1.77 (48.5%),광주FC,FC서울,3승4무3패,4승3무3패,0
2730,16-10-01,2.41 (35.7%) 2.95 (29.2%) 2.45 (35.1%),성남FC,포항스틸,2승2무6패,2승2무6패,0
2731,16-10-01,2.50 (34.4%) 3.20 (26.9%) 2.22 (38.7%),전남드래,제주유나,5승3무2패,4승3무3패,0
2732,16-10-01,2.30 (37.4%) 3.30 (26.1%) 2.35 (36.6%),샬케04,묀헨글라,5승0무5패,6승1무3패,1
